YEAR,MO,DY,PS,QV2M,PRECTOTCORR,T2M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
2021,10,19,100.82,20.69,28.83,26.66,5.12,1.17
2021,10,20,100.95,20.69,8.64,27.38,5.11,2.76
2021,10,21,100.96,18.01,0.47,26.09,5.05,5.07
2021,10,22,101.05,15.87,0.11,25.94,5.13,5
2021,10,23,101.19,14.34,0,25.66,4.64,4.55
2021,10,24,101.22,15.08,1.03,25.77,4.39,4.03
2021,10,25,101.08,16.05,2.92,26.09,4.53,4.39
2021,10,26,101.04,16.97,0.71,25.57,4.6,4.45
2021,10,27,101.12,17.4,1.91,25.13,4.24,3.23
2021,10,28,101.18,17.46,2.58,25.14,4.38,2.85
2021,10,29,101.3,16.3,1.48,24.33,4.9,4.88
2021,10,30,101.31,15.62,0,24.19,5.16,4.93
2021,10,31,101.25,14.83,0,24.01,4.97,4.76
2021,11,1,101.3,15.01,0,23.51,4.63,4.52
2021,11,2,101.36,14.59,0,23.43,4.48,4.23
2021,11,3,101.28,14.16,0,23.76,4.45,4.45
2021,11,4,101.24,14.65,0,24.27,4.3,4.15
2021,11,5,101.17,13.55,0,22.35,4.29,4.12
2021,11,6,101.02,12.82,0,21.63,4.71,4.74
2021,11,7,101.05,12.08,0,21.09,4.81,4.72
2021,11,8,101.12,12.45,0,20.67,4.89,4.8
2021,11,9,101.18,13.12,0,20.87,4.86,4.78
2021,11,10,101.16,13.49,0,21.94,4.83,4.85
2021,11,11,101.12,13.79,0,22.51,4.66,3.93
2021,11,12,101.15,15.32,0.24,23.96,4.66,2.99
2021,11,13,101.15,16.54,3.59,24.12,4.68,2
2021,11,14,101.06,16.97,3.84,24.68,4.41,1.98
2021,11,15,100.93,16.36,4.88,23.69,4.57,1.49
2021,11,16,101.04,15.32,0.86,22.55,4.32,4.1
2021,11,17,101.28,14.59,0,22.34,4.35,4.27
2021,11,18,101.13,13.24,0,21.51,4.57,4.55
2021,11,19,100.95,13.24,0,22.36,4.73,4.74
2021,11,20,100.96,13.98,0,23.32,4.39,4.4
2021,11,21,101.08,14.53,0,23.26,3.69,3.34
2021,11,22,101.05,14.4,0,24.08,3.59,3.63
2021,11,23,101.07,14.77,0,23.38,3.59,3.37
2021,11,24,101.25,12.21,0,20.88,3.35,3.38
2021,11,25,101.26,10.8,0,20.94,3.4,3.36
2021,11,26,101.32,11.6,0,20.38,3.37,3.34
2021,11,27,101.41,11.6,0,19.89,3.62,3.65
2021,11,28,101.49,11.35,0,18.95,4.28,4.28
2021,11,29,101.47,11.9,0,19.05,4.43,4.47
2021,11,30,101.44,11.96,0,19.01,4.39,4.39
2021,12,1,101.39,12.02,0,19.55,4.45,4.49
2021,12,2,101.36,11.66,0,20.42,4.65,4.65
2021,12,3,101.46,12.76,0.15,20.87,4.56,3.61
2021,12,4,101.39,14.04,21.73,20.4,4.37,1.1
2021,12,5,101.28,15.75,37.68,22.3,4.38,1.14
2021,12,6,100.99,16.24,36.84,23.02,4.25,1.54
2021,12,7,101.29,13.98,2.31,21.37,3.89,1.77
2021,12,8,101.5,13.37,0.05,20.78,4.09,3.67
2021,12,9,101.66,13.49,1.63,20.93,4.02,2.19
2021,12,10,101.65,11.6,0.84,20.17,4.3,3.22
2021,12,11,101.65,10.93,0.15,19.18,3.52,3.55
2021,12,12,101.75,10.31,0,17.93,3.14,3.16
2021,12,13,101.65,9.7,0,17.33,3.56,3.56
2021,12,14,101.54,9.46,0,17.12,3.82,3.8
2021,12,15,101.49,9.03,0,17.08,3.68,3.53
2021,12,16,101.55,9.83,0,16.65,3.52,3.44
2021,12,17,101.53,9.09,0,16.98,4.1,4.15
2021,12,18,101.48,10.38,0,17.35,4.07,4.1
2021,12,19,101.62,7.93,0,14.83,3.42,3.46
2021,12,20,101.66,6.71,0,12.55,4.14,4.17
2021,12,21,101.53,7.45,0,13.08,3.47,3.32
2021,12,22,101.36,7.32,0,13.69,3.35,3.24
2021,12,23,101.36,8.36,0,15.46,3.34,3.27
2021,12,24,101.39,8.36,0,17.26,3.3,3.33
2021,12,25,101.43,9.52,0,18.27,3.39,3.34
2021,12,26,101.62,10.74,0,19.51,2.98,3.02
2021,12,27,101.71,10.56,0,19.47,2.56,2.54
2021,12,28,101.66,11.17,0.34,18.99,2.83,2.84
2021,12,29,101.66,11.35,0.56,19.09,3.05,2.24
2021,12,30,101.88,10.74,0.86,18.01,3.76,2.66
2021,12,31,101.94,10.62,0.18,17.98,3.98,4
2022,1,1,101.89,9.28,0,16.42,3.93,3.91
2022,1,2,101.75,9.09,0,15.76,3.97,3.86
2022,1,3,101.62,8.85,0,15.86,4.13,4.14
2022,1,4,101.67,8.12,0,15.28,4.21,4.07
2022,1,5,101.62,8.24,0,15.54,4.11,4.06
2022,1,6,101.54,8.67,0,17.31,4.02,4.06
2022,1,7,101.61,9.22,0,17.76,4.03,4.08
2022,1,8,101.6,10.44,0,18.44,4.29,4.33
2022,1,9,101.39,10.86,0,19.58,4.33,4.38
2022,1,10,101.44,10.68,0,20.32,4,3.59
2022,1,11,101.44,11.6,10.73,19.97,3.56,3.17
2022,1,12,101.42,11.41,4.14,18.44,3.84,1.62
2022,1,13,101.52,11.05,0.62,18.29,3.62,3.19
2022,1,14,101.55,10.5,2.13,17.65,3.06,1.04
2022,1,15,101.56,8.97,0.1,16.62,4.05,3.41
2022,1,16,101.75,8.67,0,15.76,3.85,3.9
2022,1,17,101.83,7.87,0,14.31,4.02,3.98
2022,1,18,101.6,7.75,0,14.06,4.12,4.17
2022,1,19,101.37,8.48,0,15.37,4.08,4.07
2022,1,20,101.13,7.81,0,15.96,3.85,3.79
2022,1,21,101.1,8.85,0.89,18.32,3.4,2.81
2022,1,22,100.99,11.05,1.34,19.09,3.54,2.19
2022,1,23,100.96,12.45,1.7,19.83,3.98,1.69
2022,1,24,100.97,12.76,5.33,19.15,3.84,2.11
2022,1,25,101.1,10.62,0.07,19.27,4.06,3.52
2022,1,26,101.21,10.5,0.33,18.65,3.49,3.14
2022,1,27,101.37,8.48,0.05,16.39,3.53,3.55
2022,1,28,101.55,7.14,0.04,13.98,4.21,4.13
2022,1,29,101.55,6.77,0,13.6,4.27,4.31
2022,1,30,101.26,6.84,0,15.09,4.38,4.39
2022,1,31,101.15,8.24,0,17.23,4.72,4.68
2022,2,1,101,9.46,0,18.44,4.66,4.53
2022,2,2,101.19,8.3,0,19.9,4.75,4.58
2022,2,3,101.13,11.72,0.27,19.77,4.6,3.36
2022,2,4,100.88,13.43,32.56,21,4.11,1.17
2022,2,5,101.18,8.12,0.79,17.42,4.81,4.84
2022,2,6,101.55,7.63,0.96,15.97,5.05,5.06
2022,2,7,101.53,8,0,16.89,4.86,4.82
2022,2,8,101.38,8.79,0,18.51,4.74,4.42
2022,2,9,101.44,9.83,0,19.53,4.58,3.89
2022,2,10,101.29,11.6,0.79,20.15,4.65,2.01
2022,2,11,101.37,9.4,0.55,19.01,3.65,3.09
2022,2,12,101.36,7.57,0,17.77,5.05,5.05
2022,2,13,101.24,7.63,0,17.14,5.49,5.53
2022,2,14,101.22,7.57,0,17.73,5.43,5.29
2022,2,15,101.16,7.57,0,18.45,5.49,5.33
2022,2,16,100.98,8.36,0,18.7,5.22,5.16
2022,2,17,100.95,9.58,0,19.98,4.63,4.58
2022,2,18,101.13,7.87,0,19.76,4.93,4.64
2022,2,19,101.19,8.12,0,19.71,5.13,5.11
2022,2,20,100.79,12.15,2.17,20.55,4,2.18
2022,2,21,100.86,9.58,0.15,20.09,5.04,4.86
2022,2,22,101.26,12.21,0.08,21.52,5.06,4.23
2022,2,23,101.53,11.23,0.04,22.23,5.04,4.6
2022,2,24,101.47,13.37,1.54,22.22,5.23,4.79
2022,2,25,101.43,13.61,3.01,22.82,5.81,3.32
2022,2,26,101.53,13.49,0.95,23.72,5.48,5.41
2022,2,27,101.44,12.27,2.05,24.25,5.22,4.66
2022,2,28,101.34,12.76,3.43,24.04,5.38,5.32
2022,3,1,101.43,12.45,0.34,24.07,4.71,4.57
2022,3,2,101.4,11.78,0,23.84,5.1,5.13
2022,3,3,101.38,10.93,0,23.48,5.35,5.32
2022,3,4,101.29,9.89,0,23.23,5.48,5.32
2022,3,5,101.13,11.78,0,23.82,5.28,5.21
2022,3,6,101.14,10.86,0,23.84,5.61,5.45
2022,3,7,101.18,9.77,0,22.3,5.87,5.8
2022,3,8,101.06,10.19,0,22.87,5.94,5.81
2022,3,9,101.03,9.46,0,23.39,5.95,5.85
2022,3,10,101,9.4,0,23.56,6.05,5.99
2022,3,11,100.96,9.83,0,23.72,6.04,5.48
2022,3,12,100.89,10.25,0,24.42,6.12,5.98
2022,3,13,100.95,10.38,0,24.02,6.44,6.3
2022,3,14,100.89,10.44,0,24.82,6.38,6.36
2022,3,15,100.66,10.01,0,25.89,6.35,6.27
2022,3,16,100.51,13.61,0,26.15,6.14,5.95
2022,3,17,100.64,14.83,0,27.03,6.08,6.03
2022,3,18,100.71,13.79,0,26.94,6.32,6.26
2022,3,19,100.54,12.33,0,26.69,6.58,6.46
2022,3,20,100.43,13.55,0,26.92,6.62,6.5
2022,3,21,100.54,15.32,0,28.14,6.1,5.95
2022,3,22,100.58,15.62,0,28.9,5.82,5.53
2022,3,23,100.59,15.14,0,29.17,5.62,4.83
2022,3,24,100.53,15.81,0,29.08,5.65,5.54
2022,3,25,100.56,17.15,0,29.09,4.98,4.32
2022,3,26,100.66,17.64,0.31,29.67,4.6,3.66
2022,3,27,100.8,15.38,0.39,30.09,5.21,5.04
2022,3,28,100.72,15.75,0,29.51,6.14,6.07
2022,3,29,100.55,15.69,0,29.68,6.03,5.88
2022,3,30,100.6,17.94,0,29.57,5.87,5.24
2022,3,31,100.67,17.94,0,29.87,5.76,5.22
2022,4,1,100.67,18.01,0,30.15,5.56,5.06
2022,4,2,100.81,17.76,0,30.16,4.92,3.98
2022,4,3,100.81,17.46,0,30.01,5.2,4.77
2022,4,4,100.84,16.66,0,30.38,5.92,4.89
2022,4,5,101.02,15.93,0,30.1,5.93,5.23
2022,4,6,101.02,16.05,0.05,30.04,5.82,5.32
2022,4,7,100.96,15.14,0,30.54,6.31,6.09
2022,4,8,100.76,15.01,0,30.67,6.27,6.16
2022,4,9,100.59,15.93,0,31.07,6.34,6.18
2022,4,10,100.52,17.03,0,31.07,6.05,5.8
2022,4,11,100.4,17.4,0,31.67,6.36,6.09
2022,4,12,100.44,17.27,0,31.39,6.29,5.37
2022,4,13,100.33,17.27,0,31.06,6.27,5.82
2022,4,14,100.16,17.03,0.01,32.09,5.75,5.05
2022,4,15,100.14,15.99,0.01,33.32,5.97,5.75
2022,4,16,100.15,16.11,0.18,33.04,5.54,5.19
2022,4,17,100.27,16.78,0.12,32.73,6.23,6.1
2022,4,18,100.47,16.6,0,32.67,6.51,6.19
2022,4,19,100.61,16.85,0,31.94,6.42,5.7
2022,4,20,100.55,16.05,0.01,32.23,6.32,4.98
2022,4,21,100.59,16.3,0.14,31.51,6.35,5.36
2022,4,22,100.58,17.46,0.54,32.27,6.22,4.41
2022,4,23,100.53,16.05,0.14,33.29,6.3,6.12
2022,4,24,100.34,15.26,0.1,33.82,6.55,6.43
2022,4,25,100.31,16.05,0.25,33.79,6.57,6.49
2022,4,26,100.38,16.66,0,33.51,6.56,6.41
2022,4,27,100.37,17.09,0,33.3,6.5,6.21
2022,4,28,100.43,16.05,0,33.98,6.49,6.2
2022,4,29,100.39,16.66,0.53,33.93,6.41,5.85
2022,4,30,100.31,16.6,5.12,32.8,5.93,4.64
2022,5,1,100.33,17.03,16.29,31.04,6.18,5.54
2022,5,2,100.36,16.36,12.22,30.07,6.33,5.46
2022,5,3,100.47,17.52,7.59,29.69,6.17,3.58
2022,5,4,100.59,18.01,2.98,30.26,6.5,5.76
2022,5,5,100.53,18.01,13.18,30.06,6.19,4.96
2022,5,6,100.45,17.4,8.22,30.25,6.84,6.7
2022,5,7,100.42,15.87,0.04,31.37,6.82,6.53
2022,5,8,100.4,17.46,3.42,30.87,7.06,6.53
2022,5,9,100.43,18.31,6.12,29.51,7.27,2.9
2022,5,10,100.44,19.47,16.47,28.58,7.15,4.76
2022,5,11,100.34,19.65,16.43,29.48,6.92,3.71
2022,5,12,100.26,19.96,4.09,30.2,6.91,5.57
2022,5,13,99.98,20.32,6.51,30.72,6.39,5.3
2022,5,14,100.02,20.57,7.81,31.15,6.86,6.26
2022,5,15,100.25,21.24,8.98,29.98,6.96,5.88
2022,5,16,100.17,20.69,2.23,30,6.61,5.85
2022,5,17,100.15,20.57,1.06,29.58,6.69,6.14
2022,5,18,100.26,21.12,1.49,29.79,6.82,6
2022,5,19,100.28,19.96,0.71,31.01,6.75,4.18
2022,5,20,100.1,20.02,1.85,31.3,6.82,6.4
2022,5,21,99.76,21.18,20.03,30.96,6.66,5.45
2022,5,22,99.74,20.02,1.61,30.01,6.62,3.26
2022,5,23,99.82,18.31,0.24,30.81,6.69,6.23
2022,5,24,100.18,17.82,0.63,31.34,6.85,6.18
2022,5,25,100.29,18.49,2.12,31.3,6.56,6.19
2022,5,26,100.18,17.82,1.56,31.8,6.48,5.71
2022,5,27,99.93,17.88,3.65,32.08,6.5,5.97
2022,5,28,99.85,18.55,1.56,32.65,6.48,6.27
2022,5,29,99.89,18.62,3.2,32.9,6.15,3.79
2022,5,30,99.96,19.78,2.02,31.15,6.17,5.19
2022,5,31,99.89,19.78,1.69,31.13,6.08,4.63
2022,6,1,99.96,20.51,2.8,30.41,6.37,3.53
2022,6,2,100,19.29,3.87,31.09,5.92,3.84
2022,6,3,99.97,20.81,7.52,30.19,6.42,3.7
2022,6,4,100.07,20.45,0.09,30.98,6.21,5.22
2022,6,5,100.11,19.84,0.06,31.23,6.14,5.23
2022,6,6,100.05,19.1,0.17,31.24,6.1,4.99
2022,6,7,99.97,20.2,0.72,31.74,6.36,5.59
2022,6,8,99.89,21.36,0.92,30.49,6.19,4.69
2022,6,9,99.88,21.61,8.5,31.21,5.97,4.15
2022,6,10,99.98,20.32,6.34,30.26,6.1,4.11
2022,6,11,99.98,20.57,2.67,30.28,6.17,2.94
2022,6,12,100.06,21.12,0.02,30.62,6.05,4.78
2022,6,13,100.17,20.51,0,31.62,6.59,5.61
2022,6,14,100.15,21.55,9.89,30.43,6.36,5.22
2022,6,15,100.2,21.06,3.95,30.05,6.79,3.33
2022,6,16,100.31,20.87,0.5,29.52,6.44,4.2
2022,6,17,100.34,20.87,7.64,29.11,6.82,3.96
2022,6,18,100.38,20.81,16.65,28.68,7.18,2.38
2022,6,19,100.27,20.32,10.38,28.71,6.91,4.34
2022,6,20,100.09,20.32,3.39,28.3,6.76,3.85
2022,6,21,99.96,20.32,3.05,28.45,6.73,5.01
2022,6,22,100.26,19.65,4.1,28.03,6.8,3.22
2022,6,23,100.31,18.98,4.62,28.94,7.06,4.82
2022,6,24,100.18,19.9,8.13,28.85,6.9,4.08
2022,6,25,100.01,19.84,4.41,29.33,7.05,4.31
2022,6,26,100.23,19.84,3.94,29.12,7.28,5.51
2022,6,27,100.35,20.02,1.05,29.51,7.3,5.96
2022,6,28,100.21,20.08,0.81,29.41,7.27,5.69
2022,6,29,100.04,20.81,2.83,29.39,7.12,4.64
2022,6,30,100,20.81,5.24,29.2,7.34,3.4
2022,7,1,99.91,21.48,4.44,29.2,6.77,3.66
2022,7,2,99.75,21.42,23.11,28.76,6.89,4.38
2022,7,3,99.81,21.3,13.93,28.53,7.06,3.86
2022,7,4,99.83,20.81,1.83,29.11,7.23,5.5
2022,7,5,99.84,20.57,2.04,29.29,7.46,5.34
2022,7,6,100.09,21.42,5.13,28.48,7.08,4.07
2022,7,7,100.28,20.26,4.35,28.81,7.29,5.81
2022,7,8,100.08,20.69,2.75,28.75,7.35,5.22
2022,7,9,99.91,20.2,3.22,28.84,7.29,5.65
2022,7,10,99.83,20.69,8.6,28.96,7.3,5.11
2022,7,11,99.86,20.63,8.3,28.79,7.4,5.01
2022,7,12,99.7,21.06,8.11,29.24,7.49,5.26
2022,7,13,99.51,21.48,8.89,29.33,7.3,4.99
2022,7,14,99.61,21,10.6,28.55,7.44,4.81
2022,7,15,99.86,20.81,8.3,29.16,7.49,5.44
2022,7,16,99.94,21.18,8.83,29.33,7.28,4.97
2022,7,17,100.11,21.36,9.12,29.31,7.32,5.38
2022,7,18,100.17,20.26,2.74,29.3,7.06,5.25
2022,7,19,100.06,20.75,4.11,29.16,7.08,5.18
2022,7,20,100.06,20.69,2.46,29.73,6.91,5
2022,7,21,100.1,21.12,3.88,29.73,7.02,4.15
2022,7,22,100.2,21.36,7.07,28.69,6.98,4.67
2022,7,23,100.19,20.81,11.66,28.62,7.18,3.36
2022,7,24,100.32,20.63,24.28,28.04,7.27,2.42
2022,7,25,100.58,20.14,16.4,27.89,7.09,3.63
2022,7,26,100.73,19.47,3.21,28.19,7.31,4.68
2022,7,27,100.64,19.84,1.52,28.42,7.32,5.42
2022,7,28,100.64,20.2,2.85,28.53,7.25,5.45
2022,7,29,100.51,20.81,3.66,29.15,7.2,5.74
2022,7,30,100.34,21.73,7.63,28.89,7.23,6.07
2022,7,31,100.13,22.16,3.47,28.62,7.06,4.23
2022,8,1,100.12,22.09,5.38,28.83,6.69,3.25
2022,8,2,100.09,21.67,3.28,29.55,6.53,3.57
2022,8,3,100.24,21.55,17.91,28.56,7.19,2.66
2022,8,4,100.23,20.75,3.63,28.98,7.29,4.88
2022,8,5,100.02,21.85,2.81,29.12,7,4.49
2022,8,6,99.84,21.36,8.37,28.78,7.01,4
2022,8,7,99.69,21.79,6.26,29.17,7.3,5.42
2022,8,8,99.56,21.18,13.99,28.39,7.18,3.79
2022,8,9,99.53,21.3,14.62,28.06,7.17,4.03
2022,8,10,99.48,21.67,29.03,27.8,6.89,2.87
2022,8,11,99.91,20.69,32.36,27.65,6.98,3.42
2022,8,12,99.97,20.51,5.16,28.68,7.1,5.12
2022,8,13,99.72,21.36,6.26,28.98,7.05,5.1
2022,8,14,99.72,21.36,30.42,27.74,7.05,1.72
2022,8,15,100.33,20.81,8.43,27.83,7.08,3.29
2022,8,16,100.46,20.75,1.62,28.85,6.82,5.99
2022,8,17,100.24,21.48,0.27,28.96,6.48,5.97
2022,8,18,99.91,21.97,11.45,28.55,6.58,4.76
2022,8,19,99.6,21.61,48.32,28.25,6.55,2.23
2022,8,20,99.8,20.94,12.59,27.59,6.74,2.94
2022,8,21,100,21.06,2.93,28.44,6.7,4.69
2022,8,22,100.04,21.12,1.19,28.93,6.85,5.72
2022,8,23,100.23,21,21.75,28.24,6.86,3.33
2022,8,24,100.34,20.81,25.44,28.05,6.65,3.25
2022,8,25,100.3,20.81,4.37,28.33,6.64,5.14
2022,8,26,100.22,20.45,0.09,28.13,6.48,5.52
2022,8,27,100.18,21.36,5.85,27.96,6.23,4.09
2022,8,28,100.38,21.12,3.27,27.98,6.21,4.06
2022,8,29,100.66,20.75,2.27,28.41,6.9,5.73
2022,8,30,100.73,20.69,0.35,28.66,7.02,6.37
2022,8,31,100.54,21.3,4.7,28.54,6.88,5.84
2022,9,1,100.6,21.24,1.99,28.05,6.74,5.22
2022,9,2,100.67,21.12,4.2,28.23,6.68,5.76
2022,9,3,100.4,21.61,5.33,28.73,6.45,4.77
2022,9,4,100.33,22.03,4.24,28.62,6.38,4.4
2022,9,5,100.37,21.55,4.58,28.56,6.38,4.3
2022,9,6,100.48,21.36,13.39,28.65,6.42,3.82
2022,9,7,100.61,21.3,3.06,28.19,6.57,5.46
2022,9,8,100.62,21.42,1.72,28.73,6.57,5.97
2022,9,9,100.59,21.18,3.59,27.92,6.39,4.49
2022,9,10,100.45,21.3,8.04,27.39,6.33,4.17
2022,9,11,100.27,21.48,36.49,27.21,6.43,2.67
2022,9,12,100.21,21.97,59.6,27.62,6.38,1.02
2022,9,13,100.46,21.79,17.37,27.65,6.38,1.44
2022,9,14,100.63,21.3,8.66,27.2,6.42,2.6
2022,9,15,100.5,21.06,9.98,27.66,6.34,2.74
2022,9,16,100.22,21.24,5.68,27.81,6.07,4.07
2022,9,17,100.23,21.12,8.72,27.64,6.11,2.6
2022,9,18,100.28,21,1.98,27.98,6.05,4.97
2022,9,19,100.27,21.24,5.38,27.94,6.21,4.04
2022,9,20,100.17,21.36,7.13,27.69,6.3,3.7
2022,9,21,100.36,20.94,5.6,27.87,6.17,4.46
2022,9,22,100.47,20.75,2.22,28,6.09,4.88
2022,9,23,100.49,20.81,3.81,27.89,5.99,4.7
2022,9,24,100.44,20.51,2.28,27.8,5.96,5
2022,9,25,100.54,20.26,0.25,27.48,5.86,4.61
2022,9,26,100.62,19.78,0.26,27.96,5.88,4.68
2022,9,27,100.51,19.59,8.29,27.83,5.93,4.82
2022,9,28,100.4,20.32,7.24,28.22,5.81,4.2
2022,9,29,100.39,20.57,3.95,28.41,5.73,5.09
2022,9,30,100.38,19.96,0.11,28.29,5.75,4.72
2022,10,1,100.29,20.51,8.48,28.3,5.14,4.12
2022,10,2,100.15,20.69,14.28,26.67,5.76,2.61
2022,10,3,100.35,20.57,19.89,27.26,5.97,2.7
2022,10,4,100.66,21.24,14.23,27.44,6.03,4.39
2022,10,5,100.84,20.75,15.85,27.51,6.05,4.24
2022,10,6,100.91,19.9,6.68,27.1,6.03,4.28
2022,10,7,100.92,19.65,1.23,27.04,6.01,5.05
2022,10,8,100.95,19.35,0.57,27.55,6.03,5.72
2022,10,9,101.07,19.96,2.87,26.82,5.98,5.34
2022,10,10,101.12,19.65,1.52,26.55,5.84,5.26
2022,10,11,100.95,20.08,6.4,26.8,5.9,4.63
2022,10,12,100.93,20.02,14.82,27.05,5.83,4.49
2022,10,13,100.94,19.29,12.25,26.71,5.93,5.02
2022,10,14,100.9,18.8,2.3,27.53,5.64,4.46
2022,10,15,100.88,19.35,0.59,27.19,5.6,5.47
2022,10,16,101.07,17.64,0.03,26.11,5.45,5.46
2022,10,17,101.1,17.46,0.43,26.19,5.6,5.52
2022,10,18,101.01,17.88,0.15,26.65,5.3,4.98
2022,10,19,101,17.64,1.49,25.82,4.72,3.61
2022,10,20,101.14,16.78,0.24,25.05,5.02,5
2022,10,21,101.25,16.11,0,24.55,5.28,5.04
2022,10,22,101.22,16.85,0,25.4,5.47,5.49
2022,10,23,101.02,17.27,3.34,24.72,5.38,2.95
2022,10,24,100.37,16.97,9.17,23.47,5.38,0.87
2022,10,25,100.77,16.54,1.35,25.15,5.53,5.1
2022,10,26,101.2,15.87,0.21,25.94,5.37,5.12
2022,10,27,101.18,15.01,0,25.44,4.84,4.42
2022,10,28,101.14,14.28,0,23.75,4.62,4.17
2022,10,29,101.14,13.18,0,23.02,5.01,4.9
2022,10,30,101.12,14.65,0.01,23.54,5.2,5.23
2022,10,31,101.17,14.89,0.04,24.12,5.13,5.09
2022,11,1,101.22,15.75,0,24.44,5.19,5.19
2022,11,2,101.1,15.2,0,24.37,5.03,5.05
2022,11,3,101.11,13.37,0,23.15,4.74,3.63
2022,11,4,101.27,12.82,0,23.39,4.49,4.47
2022,11,5,101.41,13.67,0,24.33,4.45,4.29
2022,11,6,101.41,13.55,0,23.98,4.5,4.46
2022,11,7,101.36,13.37,0.02,23.39,4.26,4.17
2022,11,8,101.35,13.79,0,23.25,4.13,3.85
2022,11,9,101.37,13.79,0,23.32,4.45,4.13
2022,11,10,101.36,13.61,0,23.44,4.52,4.26
2022,11,11,101.35,12.94,0,22.4,4.54,4.49
2022,11,12,101.32,13.12,0,22.01,4.13,4.05
2022,11,13,101.33,10.74,0.01,20.56,4.07,4.04
2022,11,14,101.34,9.95,0,19.78,4.29,4.15
2022,11,15,101.27,10.13,0,19.72,4.5,4.53
2022,11,16,101.17,10.74,0,19.73,4.46,4.49
2022,11,17,101.15,11.54,0,20.59,4.17,4.22
2022,11,18,101.3,11.29,0,19.79,3.79,3.72
2022,11,19,101.28,10.19,0,18.69,4.46,3.99
2022,11,20,101.13,11.23,0,19.93,4.6,3.93
2022,11,21,101.09,10.5,0,19.55,4.49,4.4
2022,11,22,101.15,10.25,0,19.05,4.19,4.23
2022,11,23,101.19,10.56,0,18.81,3.99,4.02
2022,11,24,101.21,9.46,0,18.33,3.94,3.98
2022,11,25,101.28,9.77,0.08,17.95,4.13,4.15
2022,11,26,101.12,10.01,0,18.43,4.26,4.27
2022,11,27,100.94,10.13,0,18.98,4.2,4.23
2022,11,28,101.02,11.17,0,19.62,4.1,4.14
2022,11,29,101.17,11.66,0,20.75,3.95,3.51
2022,11,30,101.26,11.84,0,20.94,4.06,4.02
2022,12,1,101.25,10.74,0,19.76,4.25,4.28
2022,12,2,101.23,9.34,0,18.29,4.05,4.1
2022,12,3,101.27,8.73,0,17.39,3.65,3.59
2022,12,4,101.32,9.28,0,17.65,3.83,3.87
2022,12,5,101.39,9.28,0,17.53,3.88,3.89
2022,12,6,101.29,9.34,0,17.23,3.85,3.88
2022,12,7,101.27,8.85,0,16.66,3.69,3.47
2022,12,8,101.28,8.67,0,16.62,3.73,3.17
2022,12,9,101.25,9.34,0,17.56,3.9,3.76
2022,12,10,101.24,9.46,0,18.52,4.07,3.21
2022,12,11,101.29,9.64,0,18.77,3.87,3.87
2022,12,12,101.24,9.52,0,19.23,3.55,3.54
2022,12,13,101.25,10.01,0,20.02,3.29,3.32
2022,12,14,101.29,9.64,0,19.48,3.52,3.58
2022,12,15,101.21,8.42,0,18.44,3.63,3.68
2022,12,16,101.21,7.75,0,17.26,4.2,4.24
2022,12,17,101.32,7.57,0,16.21,4.02,4.04
2022,12,18,101.29,8.48,0,16.26,3.14,2.95
2022,12,19,101.18,10.01,0,17.75,3.21,3.21
2022,12,20,101.17,9.28,0,17.72,2.97,3
2022,12,21,101.23,8.54,0,17.33,2.95,2.98
2022,12,22,101.21,8.54,0,17.15,2.95,2.81
2022,12,23,101.23,7.87,0,18.56,3.72,3.72
2022,12,24,101.26,8.54,0,19.54,3.81,3.86
2022,12,25,101.33,10.68,0,19.64,3.69,3.57
2022,12,26,101.47,11.6,0,21.06,3.97,3.68
2022,12,27,101.41,11.84,0.01,21.94,3.6,3.23
2022,12,28,101.53,10.01,0,19.82,2.76,2.4
2022,12,29,101.75,7.2,0,17.01,3.34,3.36
2022,12,30,101.77,6.9,0,17.01,3.32,3.32
2022,12,31,101.7,7.57,0,19.01,3.05,3.07
